x,y,z,yaw,velocity,change_flag,look_ahead
-16.8781,2.5036,0.8476,-1.6524,3.3995990789089046,0,0.7
-16.9505,2.0019,0.8636,-1.6994,3.5005128119112388,0,0.7
-16.9748,1.4978,0.7899,-1.7977,3.806866320404689,0,0.6
-17.1171,1.0121,0.8071,-1.9321,3.8096922818473864,0,0.6
-17.317,0.5274,0.7825,-2.0763,3.8939526694835287,0,0.6
-17.5693,0.0733,0.8157,-2.1273,3.8050166433296475,0,0.6
-17.8459,-0.3699,0.8158,-2.1222,3.6722920520985793,0,0.7
-18.1157,-0.8157,0.8586,-2.0563,3.1418131720926694,0,0.8
-18.3249,-1.2823,0.8251,-1.9736,2.9009687489551492,0,0.8
-18.5206,-1.7957,0.8406,-1.8677,3.075618318492851,0,0.8
-18.6269,-2.291,0.8793,-1.7547,3.5689009754850103,0,0.7
-18.7274,-2.8169999999999997,0.925,-1.6483,3.905124054720945,0,0.6
-18.7534,-3.3435,0.9074,-1.6265,4.2616577854705024,0,0.5
-18.7832,-3.85,0.9097,-1.6163,4.6859926485216095,0,0.5
-18.7669,-4.4009,0.8968,-1.6079,4.677177974213743,0,0.5
-18.8026,-4.9030000000000005,0.9137,-1.6033,4.223564230717948,0,0.6
-18.8173,-5.4168,0.8993,-1.5997,4.017848770681944,0,0.6
-18.8003,-5.9316,0.9201,-1.5927,4.260335490061552,0,0.5
-18.8303,-6.4421,0.9334,-1.5771,4.362782860944808,0,0.5
-18.8106,-6.9691,0.9265,-1.5669,4.4938061343264755,0,0.5
-18.804000000000002,-7.4718,0.9281,-1.5593,4.871570374532855,0,0.4
-18.7646,-7.984,0.9022,-1.5562,5.081813089564662,0,0.4
-18.7582,-8.5108,0.9478,-1.5581,5.055348934361262,0,0.4
-18.7335,-9.0151,0.9161,-1.5619999999999998,4.96563597606525,0,0.4
-18.762999999999998,-9.5214,0.9476,-1.5632,4.923194318026638,0,0.4
-18.7148,-10.0299,0.9742,-1.5645,4.655415384495781,0,0.5
-18.7313,-10.557,0.9957,-1.5671,4.635191284000669,0,0.5
-18.6921,-11.0584,1.0127,-1.5729,4.698366442888545,0,0.5
-18.6724,-11.5674,1.0307,-1.5771,4.892119099981073,0,0.4
-18.6698,-12.1024,1.0389,-1.579,5.0182803138145315,0,0.4
-18.6704,-12.627,1.0585,-1.5821,5.3966220627617805,0,0.3
-18.6689,-13.1491,1.0743,-1.5889,5.408192187108762,0,0.3
-18.6672,-13.7036,1.0939,-1.5946,5.397733746458966,0,0.3
-18.6674,-14.2091,1.1035,-1.5977,5.43211531100751,0,0.3
-18.6886,-14.7488,1.1384,-1.5909,5.676760465651803,0,0.3
-18.6968,-15.2702,1.1403,-1.5826,5.547343085810933,0,0.3
-18.6836,-15.7899,1.1528,-1.5746,5.640391723286713,0,0.3
-18.676,-16.3452,1.1706,-1.5692,5.303770201779515,0,0.3
-18.6481,-16.8804,1.1833,-1.5642,4.898908438649676,0,0.4
-18.6391,-17.3954,1.1887,-1.5624,4.6348494513850405,0,0.5
-18.6629,-17.9238,1.2364,-1.5673,4.752501827367304,0,0.4
-18.6273,-18.4548,1.2423,-1.5716,4.680189052105821,0,0.5
-18.6101,-18.9711,1.2535,-1.5735,5.099064814124757,0,0.4
-18.6322,-19.5167,1.2578,-1.5774,5.266109775445937,0,0.3
-18.6364,-20.022000000000002,1.2782,-1.5814,5.393159503179901,0,0.3
-18.646,-20.5309,1.3106,-1.5828,5.385577427312494,0,0.3
-18.6078,-21.0575,1.2968,-1.5831,5.388419858329087,0,0.3
-18.6127,-21.5801,1.3419999999999999,-1.5862,5.2624680468115805,0,0.3
-18.6204,-22.1022,1.3556,-1.5876,5.217935508442462,0,0.4
-18.6216,-22.6325,1.3689,-1.5845,5.149645416804107,0,0.4
-18.6227,-23.1701,1.3752,-1.5799,5.02037758761628,0,0.4
-18.5989,-23.7355,1.3961,-1.5764,5.032917795032239,0,0.4
-18.595,-24.2524,1.4057,-1.578,5.174366577448769,0,0.4
-18.6057,-24.7689,1.4511,-1.5801,5.452718376202,0,0.3
-18.5945,-25.2959,1.462,-1.5813,5.677100295845075,0,0.3
-18.5692,-25.8232,1.4593,-1.5839,5.840034850064834,0,0.2
-18.6016,-26.3658,1.4725,-1.5830000000000002,6.0,0,0.2
-18.5864,-26.9305,1.4754,-1.5829,5.899294426916968,0,0.2
-18.5958,-27.4629,1.4751,-1.5816,5.873089005036926,0,0.2
-18.5825,-27.9993,1.4923,-1.5813,5.609683724544886,0,0.3
-18.5688,-28.5341,1.5293,-1.5815,5.43557817406871,0,0.3
-18.5647,-29.0738,1.5579,-1.5811,5.437666535415122,0,0.3
-18.5765,-29.6255,1.5718,-1.5804,5.509917149079022,0,0.3
-18.5735,-30.1674,1.5647,-1.5867,5.393493392998623,0,0.3
-18.6002,-30.6794,1.5848,-1.5952,5.450941522532095,0,0.3
-18.5624,-31.1957,1.6149,-1.5917,5.646709990093956,0,0.3
-18.5883,-31.7319,1.6354,-1.5899,5.51973940514346,0,0.3
-18.5683,-32.236999999999995,1.6496,-1.5915,5.537026259540697,0,0.3
-18.5497,-32.7794,1.6689,-1.5930000000000002,5.674959368922384,0,0.3
-18.566,-33.3278,1.6711,-1.5854,5.595971731294117,0,0.3
-18.5739,-33.8825,1.6806,-1.5788,5.540649410048896,0,0.3
-18.5506,-34.412,1.7073,-1.5737,5.494767137294841,0,0.3
-18.545,-34.9203,1.7126,-1.5703,5.448432315723809,0,0.3
-18.5175,-35.4801,1.7454,-1.5673,5.459699111599397,0,0.3
-18.5322,-36.0128,1.7526,-1.5657,5.587546959349735,0,0.3
-18.5039,-36.5142,1.7645,-1.5649,5.667817924288041,0,0.3
-18.4979,-37.0688,1.8058,-1.5643,5.776296494430003,0,0.2
-18.4798,-37.59,1.8308,-1.5661,5.867068458524828,0,0.2
-18.4705,-38.1042,1.8327,-1.568,5.777213479752779,0,0.2
-18.4369,-38.6268,1.8646,-1.5689,5.756348140994511,0,0.2
-18.4421,-39.1657,1.8934,-1.5696,5.484796495214162,0,0.3
-18.4378,-39.6894,1.9209,-1.5716,5.403895105107465,0,0.3
-18.43,-40.2165,1.9148,-1.5753,5.158553548114478,0,0.4
-18.4005,-40.7561,1.9582,-1.58,5.090815805346086,0,0.4
-18.4041,-41.2565,1.9745,-1.5832,5.0469290199551855,0,0.4
-18.42,-41.7891,1.9773,-1.5854,5.333103079969037,0,0.3
-18.4122,-42.3006,2.0066,-1.5874,5.443429487683013,0,0.3
-18.4007,-42.806999999999995,2.0234,-1.5861,5.693484198551995,0,0.3
-18.4095,-43.3103,2.0481,-1.5827,5.955429828929089,0,0.2
-18.3809,-43.8702,2.0553,-1.5808,6.0,0,0.2
-18.3944,-44.3854,2.089,-1.5772,5.977719943962647,0,0.2
-18.3852,-44.952,2.0819,-1.5759999999999998,5.880212032446384,0,0.2
-18.3814,-45.4672,2.093,-1.5749,5.60411673834467,0,0.3
-18.374000000000002,-45.9741,2.1019,-1.5756,5.3690942287411225,0,0.3
-18.3685,-46.4948,2.1314,-1.5776,5.205186978416421,0,0.4
-18.3393,-46.9941,2.1439,-1.584,5.155356566870071,0,0.4
-18.3512,-47.5273,2.1479,-1.5877,5.2037826944994094,0,0.4
-18.3533,-48.0461,2.1375,-1.5882,5.444286164804826,0,0.3
-18.3613,-48.5648,2.1859,-1.5899,5.5148954433340345,0,0.3
-18.365,-49.1424,2.2023,-1.595,5.60195965076071,0,0.3
-18.3588,-49.6859,2.2221,-1.5929,5.757288564163074,0,0.2
-18.3693,-50.2486,2.2435,-1.5898,5.716886253982334,0,0.3
-18.3607,-50.8044,2.2709,-1.5884,5.58142879866157,0,0.3
-18.3594,-51.318000000000005,2.2796,-1.5858,5.527111675403036,0,0.3
-18.3616,-51.865,2.2998,-1.5765,5.390874537307663,0,0.3
-18.3643,-52.3941,2.3196,-1.5649,5.209713452627867,0,0.4
-18.3469,-52.9025,2.3601,-1.5567,5.130871188177149,0,0.4
-18.3283,-53.4123,2.373,-1.555,5.2352794921890125,0,0.4
-18.2997,-53.9719,2.3852,-1.5524,5.2650513297761785,0,0.3
-18.2941,-54.531000000000006,2.412,-1.5578,5.408673615364306,0,0.3
-18.2862,-55.1174,2.4328,-1.5652,5.703649161539783,0,0.3
-18.2536,-55.6307,2.4575,-1.5665,5.98978005295861,0,0.2
-18.2554,-56.151,2.4591,-1.5669,6.0,0,0.2
-18.244,-56.6883,2.4877,-1.5693,6.0,0,0.2
-18.2287,-57.2175,2.5119,-1.5697,6.0,0,0.2
-18.2193,-57.7882,2.5141,-1.5734,5.7239027586856555,0,0.3
-18.206,-58.3473,2.5369,-1.5772,5.3706927948188765,0,0.3
-18.192999999999998,-58.9078,2.5642,-1.5804,5.194432342184887,0,0.4
-18.1845,-59.4346,2.5857,-1.5832,4.993675982876199,0,0.4
-18.1944,-59.9612,2.5897,-1.588,5.11532102806677,0,0.4
-18.2164,-60.5137,2.6404,-1.5894,5.385732448244946,0,0.3
-18.1857,-61.0417,2.6701,-1.5923,5.6319367977159835,0,0.3
-18.1889,-61.5742,2.6634,-1.5896,5.7631829524091165,0,0.2
-18.1954,-62.0995,2.6918,-1.5885,5.935340976495953,0,0.2
-18.2093,-62.6384,2.7268,-1.5894,5.916185118308833,0,0.2
-18.2148,-63.1986,2.7736,-1.5902,5.794858185157472,0,0.2
